V1,V2,V3,V4,quantiles
7540.310140735152,7644.4990983143625,8026.292959339113,8678.290776212374,0.025
7585.212144282177,7712.596639777232,8134.566374133665,8759.29646623762,0.25
7610.3139874257395,7760.109448316835,8200.058642673266,8818.57923653465,0.5
7630.096864282177,7812.589373217825,8268.041825891094,8868.677728440598,0.75
7685.979194596536,7901.622506995053,8398.449495940593,8959.711013888616,0.975
