V1,V2,quantiles
8600.050470672502,9300.047405925001,0.025
8687.604280475001,9407.566427275,0.25
8734.30469735,9460.079928175,0.5
8787.78793075,9491.537377724999,0.75
8934.1315937025,9566.285438147499,0.975
