V1,V2,quantiles
7879.922619806934,8762.937682264846,0.025
7966.269352029703,8854.173422252472,0.25
8009.883878217821,8911.445712277226,0.5
8041.753564282179,8956.95610472772,0.75
8099.002417554455,9060.93483356683,0.975
