V1,V2,V3,quantiles
7540.310140735152,7644.4990983143625,8678.290776212374,0.025
7585.212144282177,7712.596639777232,8759.29646623762,0.25
7610.3139874257395,7760.109448316835,8818.57923653465,0.5
7630.096864282177,7812.589373217825,8868.677728440598,0.75
7685.979194596536,7901.622506995053,8959.711013888616,0.975
