V1,V2,quantiles
7658.1577663,7709.2543338,0.025
7732.388350499999,7786.671183,0.25
7769.1168125,7825.6531319999995,0.5
7809.912312,7863.6932304,0.75
7874.993526950001,7934.079705749999,0.975
