V1,V2,quantiles
8059.056723205445,8950.201547009898,0.025
8177.127135420795,9032.794576262375,0.25
8246.485399306936,9070.982481138615,0.5
8319.950201509899,9116.695396361385,0.75
8452.749825198023,9237.223506522278,0.975
