V1,V2,quantiles
7879.922619806932,8604.447998742575,0.025
7966.2693520297025,8713.337247722777,0.25
8009.8838782178245,8772.80334886139,0.5
8041.75356428218,8830.121992227723,0.75
8099.002417554455,8928.26211246039,0.975
