V1,V2,V3,quantiles
7722.395308527063,8101.605371783722,8412.662873557221,0.025
8187.083283004578,8572.40855460092,8836.812219893345,0.25
8306.594112325685,8677.520086295874,8949.280016234627,0.5
8388.942409073386,8759.825114649087,9056.264558940362,0.75
8514.712001138816,8891.656548321333,9255.246477688757,0.975
